Series;Time;Value
resizeimage_count.sum {category: iphoneapp};2018-06-13T19:00:00+09:00;null
resizeimage_count.sum {category: iphoneapp};2018-06-13T20:00:00+09:00;29490
resizeimage_count.sum {category: iphoneapp};2018-06-13T21:00:00+09:00;37260
resizeimage_count.sum {category: iphoneapp};2018-06-13T22:00:00+09:00;38820
resizeimage_count.sum {category: iphoneapp};2018-06-13T23:00:00+09:00;32580
resizeimage_count.sum {category: iphoneapp};2018-06-14T00:00:00+09:00;24570
resizeimage_count.sum {category: iphoneapp};2018-06-14T01:00:00+09:00;15100
resizeimage_count.sum {category: iphoneapp};2018-06-14T02:00:00+09:00;9710
resizeimage_count.sum {category: iphoneapp};2018-06-14T03:00:00+09:00;7530
resizeimage_count.sum {category: iphoneapp};2018-06-14T04:00:00+09:00;4370
resizeimage_count.sum {category: iphoneapp};2018-06-14T05:00:00+09:00;7680
resizeimage_count.sum {category: iphoneapp};2018-06-14T06:00:00+09:00;12690
resizeimage_count.sum {category: iphoneapp};2018-06-14T07:00:00+09:00;21230
resizeimage_count.sum {category: iphoneapp};2018-06-14T08:00:00+09:00;17300
resizeimage_count.sum {category: iphoneapp};2018-06-14T09:00:00+09:00;15660
resizeimage_count.sum {category: iphoneapp};2018-06-14T10:00:00+09:00;14570
resizeimage_count.sum {category: iphoneapp};2018-06-14T11:00:00+09:00;12610
resizeimage_count.sum {category: iphoneapp};2018-06-14T12:00:00+09:00;20870
resizeimage_count.sum {category: iphoneapp};2018-06-14T13:00:00+09:00;15810
resizeimage_count.sum {category: iphoneapp};2018-06-14T14:00:00+09:00;15130
resizeimage_count.sum {category: iphoneapp};2018-06-14T15:00:00+09:00;16450
resizeimage_count.sum {category: iphoneapp};2018-06-14T16:00:00+09:00;14450
resizeimage_count.sum {category: iphoneapp};2018-06-14T17:00:00+09:00;18730
resizeimage_count.sum {category: iphoneapp};2018-06-14T18:00:00+09:00;20550
resizeimage_count.sum {category: iphoneapp};2018-06-14T19:00:00+09:00;23420
resizeimage_count.sum {category: iphoneapp};2018-06-14T20:00:00+09:00;35570
resizeimage_count.sum {category: iphoneapp};2018-06-14T21:00:00+09:00;34950
resizeimage_count.sum {category: iphoneapp};2018-06-14T22:00:00+09:00;35220
resizeimage_count.sum {category: iphoneapp};2018-06-14T23:00:00+09:00;38080
resizeimage_count.sum {category: iphoneapp};2018-06-15T00:00:00+09:00;23500
resizeimage_count.sum {category: iphoneapp};2018-06-15T01:00:00+09:00;16030
resizeimage_count.sum {category: iphoneapp};2018-06-15T02:00:00+09:00;8500
resizeimage_count.sum {category: iphoneapp};2018-06-15T03:00:00+09:00;6330
resizeimage_count.sum {category: iphoneapp};2018-06-15T04:00:00+09:00;5850
resizeimage_count.sum {category: iphoneapp};2018-06-15T05:00:00+09:00;8130
resizeimage_count.sum {category: iphoneapp};2018-06-15T06:00:00+09:00;9050
resizeimage_count.sum {category: iphoneapp};2018-06-15T07:00:00+09:00;17080
resizeimage_count.sum {category: iphoneapp};2018-06-15T08:00:00+09:00;20130
resizeimage_count.sum {category: iphoneapp};2018-06-15T09:00:00+09:00;15040
resizeimage_count.sum {category: iphoneapp};2018-06-15T10:00:00+09:00;14590
resizeimage_count.sum {category: iphoneapp};2018-06-15T11:00:00+09:00;13620
resizeimage_count.sum {category: iphoneapp};2018-06-15T12:00:00+09:00;16970
resizeimage_count.sum {category: iphoneapp};2018-06-15T13:00:00+09:00;17100
resizeimage_count.sum {category: iphoneapp};2018-06-15T14:00:00+09:00;15910
resizeimage_count.sum {category: iphoneapp};2018-06-15T15:00:00+09:00;16400
resizeimage_count.sum {category: iphoneapp};2018-06-15T16:00:00+09:00;16580
resizeimage_count.sum {category: iphoneapp};2018-06-15T17:00:00+09:00;17080
resizeimage_count.sum {category: iphoneapp};2018-06-15T18:00:00+09:00;22590
resizeimage_count.sum {category: iphoneapp};2018-06-15T19:00:00+09:00;24880
resizeimage_count.sum {category: iphoneapp};2018-06-15T20:00:00+09:00;30430
resizeimage_count.sum {category: iphoneapp};2018-06-15T21:00:00+09:00;33890
resizeimage_count.sum {category: iphoneapp};2018-06-15T22:00:00+09:00;37790
resizeimage_count.sum {category: iphoneapp};2018-06-15T23:00:00+09:00;33940
resizeimage_count.sum {category: iphoneapp};2018-06-16T00:00:00+09:00;27580
resizeimage_count.sum {category: iphoneapp};2018-06-16T01:00:00+09:00;17120
resizeimage_count.sum {category: iphoneapp};2018-06-16T02:00:00+09:00;10990
resizeimage_count.sum {category: iphoneapp};2018-06-16T03:00:00+09:00;7900
resizeimage_count.sum {category: iphoneapp};2018-06-16T04:00:00+09:00;5160
resizeimage_count.sum {category: iphoneapp};2018-06-16T05:00:00+09:00;7580
resizeimage_count.sum {category: iphoneapp};2018-06-16T06:00:00+09:00;12320
resizeimage_count.sum {category: iphoneapp};2018-06-16T07:00:00+09:00;23130
resizeimage_count.sum {category: iphoneapp};2018-06-16T08:00:00+09:00;23490
resizeimage_count.sum {category: iphoneapp};2018-06-16T09:00:00+09:00;20650
resizeimage_count.sum {category: iphoneapp};2018-06-16T10:00:00+09:00;20040
resizeimage_count.sum {category: iphoneapp};2018-06-16T11:00:00+09:00;21010
resizeimage_count.sum {category: iphoneapp};2018-06-16T12:00:00+09:00;19910
resizeimage_count.sum {category: iphoneapp};2018-06-16T13:00:00+09:00;21940
resizeimage_count.sum {category: iphoneapp};2018-06-16T14:00:00+09:00;24350
resizeimage_count.sum {category: iphoneapp};2018-06-16T15:00:00+09:00;24350
resizeimage_count.sum {category: iphoneapp};2018-06-16T16:00:00+09:00;21000
resizeimage_count.sum {category: iphoneapp};2018-06-16T17:00:00+09:00;24940
resizeimage_count.sum {category: iphoneapp};2018-06-16T18:00:00+09:00;23060
resizeimage_count.sum {category: iphoneapp};2018-06-16T19:00:00+09:00;29710
resizeimage_count.sum {category: iphoneapp};2018-06-16T20:00:00+09:00;33860
resizeimage_count.sum {category: iphoneapp};2018-06-16T21:00:00+09:00;35910
resizeimage_count.sum {category: iphoneapp};2018-06-16T22:00:00+09:00;39690
resizeimage_count.sum {category: iphoneapp};2018-06-16T23:00:00+09:00;35610
resizeimage_count.sum {category: iphoneapp};2018-06-17T00:00:00+09:00;28600
resizeimage_count.sum {category: iphoneapp};2018-06-17T01:00:00+09:00;20500
resizeimage_count.sum {category: iphoneapp};2018-06-17T02:00:00+09:00;12100
resizeimage_count.sum {category: iphoneapp};2018-06-17T03:00:00+09:00;7530
resizeimage_count.sum {category: iphoneapp};2018-06-17T04:00:00+09:00;4720
resizeimage_count.sum {category: iphoneapp};2018-06-17T05:00:00+09:00;6830
resizeimage_count.sum {category: iphoneapp};2018-06-17T06:00:00+09:00;11890
resizeimage_count.sum {category: iphoneapp};2018-06-17T07:00:00+09:00;21840
resizeimage_count.sum {category: iphoneapp};2018-06-17T08:00:00+09:00;25900
resizeimage_count.sum {category: iphoneapp};2018-06-17T09:00:00+09:00;25420
resizeimage_count.sum {category: iphoneapp};2018-06-17T10:00:00+09:00;21910
resizeimage_count.sum {category: iphoneapp};2018-06-17T11:00:00+09:00;22880
resizeimage_count.sum {category: iphoneapp};2018-06-17T12:00:00+09:00;21250
resizeimage_count.sum {category: iphoneapp};2018-06-17T13:00:00+09:00;24880
resizeimage_count.sum {category: iphoneapp};2018-06-17T14:00:00+09:00;23810
resizeimage_count.sum {category: iphoneapp};2018-06-17T15:00:00+09:00;24610
resizeimage_count.sum {category: iphoneapp};2018-06-17T16:00:00+09:00;26190
resizeimage_count.sum {category: iphoneapp};2018-06-17T17:00:00+09:00;28140
resizeimage_count.sum {category: iphoneapp};2018-06-17T18:00:00+09:00;27840
resizeimage_count.sum {category: iphoneapp};2018-06-17T19:00:00+09:00;28990
resizeimage_count.sum {category: iphoneapp};2018-06-17T20:00:00+09:00;36410
resizeimage_count.sum {category: iphoneapp};2018-06-17T21:00:00+09:00;41040
resizeimage_count.sum {category: iphoneapp};2018-06-17T22:00:00+09:00;41650
resizeimage_count.sum {category: iphoneapp};2018-06-17T23:00:00+09:00;39990
resizeimage_count.sum {category: iphoneapp};2018-06-18T00:00:00+09:00;27590
resizeimage_count.sum {category: iphoneapp};2018-06-18T01:00:00+09:00;18060
resizeimage_count.sum {category: iphoneapp};2018-06-18T02:00:00+09:00;12660
resizeimage_count.sum {category: iphoneapp};2018-06-18T03:00:00+09:00;6610
resizeimage_count.sum {category: iphoneapp};2018-06-18T04:00:00+09:00;5690
resizeimage_count.sum {category: iphoneapp};2018-06-18T05:00:00+09:00;6670
resizeimage_count.sum {category: iphoneapp};2018-06-18T06:00:00+09:00;10970
resizeimage_count.sum {category: iphoneapp};2018-06-18T07:00:00+09:00;14940
resizeimage_count.sum {category: iphoneapp};2018-06-18T08:00:00+09:00;15220
resizeimage_count.sum {category: iphoneapp};2018-06-18T09:00:00+09:00;12680
resizeimage_count.sum {category: iphoneapp};2018-06-18T10:00:00+09:00;13670
resizeimage_count.sum {category: iphoneapp};2018-06-18T11:00:00+09:00;14120
resizeimage_count.sum {category: iphoneapp};2018-06-18T12:00:00+09:00;18680
resizeimage_count.sum {category: iphoneapp};2018-06-18T13:00:00+09:00;16130
resizeimage_count.sum {category: iphoneapp};2018-06-18T14:00:00+09:00;16370
resizeimage_count.sum {category: iphoneapp};2018-06-18T15:00:00+09:00;18130
resizeimage_count.sum {category: iphoneapp};2018-06-18T16:00:00+09:00;15890
resizeimage_count.sum {category: iphoneapp};2018-06-18T17:00:00+09:00;18450
resizeimage_count.sum {category: iphoneapp};2018-06-18T18:00:00+09:00;20390
resizeimage_count.sum {category: iphoneapp};2018-06-18T19:00:00+09:00;21340
resizeimage_count.sum {category: iphoneapp};2018-06-18T20:00:00+09:00;31730
resizeimage_count.sum {category: iphoneapp};2018-06-18T21:00:00+09:00;36880
resizeimage_count.sum {category: iphoneapp};2018-06-18T22:00:00+09:00;38270
resizeimage_count.sum {category: iphoneapp};2018-06-18T23:00:00+09:00;33980
resizeimage_count.sum {category: iphoneapp};2018-06-19T00:00:00+09:00;22340
resizeimage_count.sum {category: iphoneapp};2018-06-19T01:00:00+09:00;15770
resizeimage_count.sum {category: iphoneapp};2018-06-19T02:00:00+09:00;10820
resizeimage_count.sum {category: iphoneapp};2018-06-19T03:00:00+09:00;5600
resizeimage_count.sum {category: iphoneapp};2018-06-19T04:00:00+09:00;5820
resizeimage_count.sum {category: iphoneapp};2018-06-19T05:00:00+09:00;8260
resizeimage_count.sum {category: iphoneapp};2018-06-19T06:00:00+09:00;11530
resizeimage_count.sum {category: iphoneapp};2018-06-19T07:00:00+09:00;19260
resizeimage_count.sum {category: iphoneapp};2018-06-19T08:00:00+09:00;17290
resizeimage_count.sum {category: iphoneapp};2018-06-19T09:00:00+09:00;16070
resizeimage_count.sum {category: iphoneapp};2018-06-19T10:00:00+09:00;14060
resizeimage_count.sum {category: iphoneapp};2018-06-19T11:00:00+09:00;15190
resizeimage_count.sum {category: iphoneapp};2018-06-19T12:00:00+09:00;18770
resizeimage_count.sum {category: iphoneapp};2018-06-19T13:00:00+09:00;15900
resizeimage_count.sum {category: iphoneapp};2018-06-19T14:00:00+09:00;15970
resizeimage_count.sum {category: iphoneapp};2018-06-19T15:00:00+09:00;18200
resizeimage_count.sum {category: iphoneapp};2018-06-19T16:00:00+09:00;16350
resizeimage_count.sum {category: iphoneapp};2018-06-19T17:00:00+09:00;20260
resizeimage_count.sum {category: iphoneapp};2018-06-19T18:00:00+09:00;20510
resizeimage_count.sum {category: iphoneapp};2018-06-19T19:00:00+09:00;25830
resizeimage_count.sum {category: iphoneapp};2018-06-19T20:00:00+09:00;31420
resizeimage_count.sum {category: iphoneapp};2018-06-19T21:00:00+09:00;30710
resizeimage_count.sum {category: iphoneapp};2018-06-19T22:00:00+09:00;30160
resizeimage_count.sum {category: iphoneapp};2018-06-19T23:00:00+09:00;34740
resizeimage_count.sum {category: iphoneapp};2018-06-20T00:00:00+09:00;25450
resizeimage_count.sum {category: iphoneapp};2018-06-20T01:00:00+09:00;14970
resizeimage_count.sum {category: iphoneapp};2018-06-20T02:00:00+09:00;10550
resizeimage_count.sum {category: iphoneapp};2018-06-20T03:00:00+09:00;5260
resizeimage_count.sum {category: iphoneapp};2018-06-20T04:00:00+09:00;4350
resizeimage_count.sum {category: iphoneapp};2018-06-20T05:00:00+09:00;6790
resizeimage_count.sum {category: iphoneapp};2018-06-20T06:00:00+09:00;10980
resizeimage_count.sum {category: iphoneapp};2018-06-20T07:00:00+09:00;19260
resizeimage_count.sum {category: iphoneapp};2018-06-20T08:00:00+09:00;20300
resizeimage_count.sum {category: iphoneapp};2018-06-20T09:00:00+09:00;15640
resizeimage_count.sum {category: iphoneapp};2018-06-20T10:00:00+09:00;14480
resizeimage_count.sum {category: iphoneapp};2018-06-20T11:00:00+09:00;14550
resizeimage_count.sum {category: iphoneapp};2018-06-20T12:00:00+09:00;18630
resizeimage_count.sum {category: iphoneapp};2018-06-20T13:00:00+09:00;17090
resizeimage_count.sum {category: iphoneapp};2018-06-20T14:00:00+09:00;15270
resizeimage_count.sum {category: iphoneapp};2018-06-20T15:00:00+09:00;17240
resizeimage_count.sum {category: iphoneapp};2018-06-20T16:00:00+09:00;17060
resizeimage_count.sum {category: iphoneapp};2018-06-20T17:00:00+09:00;16210
resizeimage_count.sum {category: iphoneapp};2018-06-20T18:00:00+09:00;20790
resizeimage_count.sum {category: iphoneapp};2018-06-20T19:00:00+09:00;21860
resizeimage_count.sum {category: iphoneapp};2018-06-20T20:00:00+09:00;35850
resizeimage_count.sum {category: iphoneapp};2018-06-20T21:00:00+09:00;36960
resizeimage_count.sum {category: iphoneapp};2018-06-20T22:00:00+09:00;37620
resizeimage_count.sum {category: iphoneapp};2018-06-20T23:00:00+09:00;33710
resizeimage_count.sum {category: iphoneapp};2018-06-21T00:00:00+09:00;25020
resizeimage_count.sum {category: iphoneapp};2018-06-21T01:00:00+09:00;17650
resizeimage_count.sum {category: iphoneapp};2018-06-21T02:00:00+09:00;10300
resizeimage_count.sum {category: iphoneapp};2018-06-21T03:00:00+09:00;6780
resizeimage_count.sum {category: iphoneapp};2018-06-21T04:00:00+09:00;5080
resizeimage_count.sum {category: iphoneapp};2018-06-21T05:00:00+09:00;6480
resizeimage_count.sum {category: iphoneapp};2018-06-21T06:00:00+09:00;10500
resizeimage_count.sum {category: iphoneapp};2018-06-21T07:00:00+09:00;21870
resizeimage_count.sum {category: iphoneapp};2018-06-21T08:00:00+09:00;18280
resizeimage_count.sum {category: iphoneapp};2018-06-21T09:00:00+09:00;16040
resizeimage_count.sum {category: iphoneapp};2018-06-21T10:00:00+09:00;13920
resizeimage_count.sum {category: iphoneapp};2018-06-21T11:00:00+09:00;14710
resizeimage_count.sum {category: iphoneapp};2018-06-21T12:00:00+09:00;19960
resizeimage_count.sum {category: iphoneapp};2018-06-21T13:00:00+09:00;17390
resizeimage_count.sum {category: iphoneapp};2018-06-21T14:00:00+09:00;17160
resizeimage_count.sum {category: iphoneapp};2018-06-21T15:00:00+09:00;15610
resizeimage_count.sum {category: iphoneapp};2018-06-21T16:00:00+09:00;17980
resizeimage_count.sum {category: iphoneapp};2018-06-21T17:00:00+09:00;19600
resizeimage_count.sum {category: iphoneapp};2018-06-21T18:00:00+09:00;17380
resizeimage_count.sum {category: iphoneapp};2018-06-21T19:00:00+09:00;21440
resizeimage_count.sum {category: iphoneapp};2018-06-21T20:00:00+09:00;31520
resizeimage_count.sum {category: iphoneapp};2018-06-21T21:00:00+09:00;35690
resizeimage_count.sum {category: iphoneapp};2018-06-21T22:00:00+09:00;40350
resizeimage_count.sum {category: iphoneapp};2018-06-21T23:00:00+09:00;37380
resizeimage_count.sum {category: iphoneapp};2018-06-22T00:00:00+09:00;25420
resizeimage_count.sum {category: iphoneapp};2018-06-22T01:00:00+09:00;14130
resizeimage_count.sum {category: iphoneapp};2018-06-22T02:00:00+09:00;9070
resizeimage_count.sum {category: iphoneapp};2018-06-22T03:00:00+09:00;6430
resizeimage_count.sum {category: iphoneapp};2018-06-22T04:00:00+09:00;5460
resizeimage_count.sum {category: iphoneapp};2018-06-22T05:00:00+09:00;6100
resizeimage_count.sum {category: iphoneapp};2018-06-22T06:00:00+09:00;14080
resizeimage_count.sum {category: iphoneapp};2018-06-22T07:00:00+09:00;21660
resizeimage_count.sum {category: iphoneapp};2018-06-22T08:00:00+09:00;19480
resizeimage_count.sum {category: iphoneapp};2018-06-22T09:00:00+09:00;15080
resizeimage_count.sum {category: iphoneapp};2018-06-22T10:00:00+09:00;14440
resizeimage_count.sum {category: iphoneapp};2018-06-22T11:00:00+09:00;12350
resizeimage_count.sum {category: iphoneapp};2018-06-22T12:00:00+09:00;17880
resizeimage_count.sum {category: iphoneapp};2018-06-22T13:00:00+09:00;16070
resizeimage_count.sum {category: iphoneapp};2018-06-22T14:00:00+09:00;15800
resizeimage_count.sum {category: iphoneapp};2018-06-22T15:00:00+09:00;14450
resizeimage_count.sum {category: iphoneapp};2018-06-22T16:00:00+09:00;16180
resizeimage_count.sum {category: iphoneapp};2018-06-22T17:00:00+09:00;17660
resizeimage_count.sum {category: iphoneapp};2018-06-22T18:00:00+09:00;17740
resizeimage_count.sum {category: iphoneapp};2018-06-22T19:00:00+09:00;21710
resizeimage_count.sum {category: iphoneapp};2018-06-22T20:00:00+09:00;28230
resizeimage_count.sum {category: iphoneapp};2018-06-22T21:00:00+09:00;32050
resizeimage_count.sum {category: iphoneapp};2018-06-22T22:00:00+09:00;31900
resizeimage_count.sum {category: iphoneapp};2018-06-22T23:00:00+09:00;31510
resizeimage_count.sum {category: iphoneapp};2018-06-23T00:00:00+09:00;27450
resizeimage_count.sum {category: iphoneapp};2018-06-23T01:00:00+09:00;19010
resizeimage_count.sum {category: iphoneapp};2018-06-23T02:00:00+09:00;11410
resizeimage_count.sum {category: iphoneapp};2018-06-23T03:00:00+09:00;7950
resizeimage_count.sum {category: iphoneapp};2018-06-23T04:00:00+09:00;4720
resizeimage_count.sum {category: iphoneapp};2018-06-23T05:00:00+09:00;7280
resizeimage_count.sum {category: iphoneapp};2018-06-23T06:00:00+09:00;10730
resizeimage_count.sum {category: iphoneapp};2018-06-23T07:00:00+09:00;19880
resizeimage_count.sum {category: iphoneapp};2018-06-23T08:00:00+09:00;22270
resizeimage_count.sum {category: iphoneapp};2018-06-23T09:00:00+09:00;24980
resizeimage_count.sum {category: iphoneapp};2018-06-23T10:00:00+09:00;21240
resizeimage_count.sum {category: iphoneapp};2018-06-23T11:00:00+09:00;21420
resizeimage_count.sum {category: iphoneapp};2018-06-23T12:00:00+09:00;23090
resizeimage_count.sum {category: iphoneapp};2018-06-23T13:00:00+09:00;22160
resizeimage_count.sum {category: iphoneapp};2018-06-23T14:00:00+09:00;22470
resizeimage_count.sum {category: iphoneapp};2018-06-23T15:00:00+09:00;23940
resizeimage_count.sum {category: iphoneapp};2018-06-23T16:00:00+09:00;26540
resizeimage_count.sum {category: iphoneapp};2018-06-23T17:00:00+09:00;26910
resizeimage_count.sum {category: iphoneapp};2018-06-23T18:00:00+09:00;23880
resizeimage_count.sum {category: iphoneapp};2018-06-23T19:00:00+09:00;24070
resizeimage_count.sum {category: iphoneapp};2018-06-23T20:00:00+09:00;32920
resizeimage_count.sum {category: iphoneapp};2018-06-23T21:00:00+09:00;38630
resizeimage_count.sum {category: iphoneapp};2018-06-23T22:00:00+09:00;43760
resizeimage_count.sum {category: iphoneapp};2018-06-23T23:00:00+09:00;34640
resizeimage_count.sum {category: iphoneapp};2018-06-24T00:00:00+09:00;31760
resizeimage_count.sum {category: iphoneapp};2018-06-24T01:00:00+09:00;22610
resizeimage_count.sum {category: iphoneapp};2018-06-24T02:00:00+09:00;11840
resizeimage_count.sum {category: iphoneapp};2018-06-24T03:00:00+09:00;7550
resizeimage_count.sum {category: iphoneapp};2018-06-24T04:00:00+09:00;5040
resizeimage_count.sum {category: iphoneapp};2018-06-24T05:00:00+09:00;8050
resizeimage_count.sum {category: iphoneapp};2018-06-24T06:00:00+09:00;13620
resizeimage_count.sum {category: iphoneapp};2018-06-24T07:00:00+09:00;16380
resizeimage_count.sum {category: iphoneapp};2018-06-24T08:00:00+09:00;19880
resizeimage_count.sum {category: iphoneapp};2018-06-24T09:00:00+09:00;22150
resizeimage_count.sum {category: iphoneapp};2018-06-24T10:00:00+09:00;23840
resizeimage_count.sum {category: iphoneapp};2018-06-24T11:00:00+09:00;21550
resizeimage_count.sum {category: iphoneapp};2018-06-24T12:00:00+09:00;22340
resizeimage_count.sum {category: iphoneapp};2018-06-24T13:00:00+09:00;23920
resizeimage_count.sum {category: iphoneapp};2018-06-24T14:00:00+09:00;23580
resizeimage_count.sum {category: iphoneapp};2018-06-24T15:00:00+09:00;22400
resizeimage_count.sum {category: iphoneapp};2018-06-24T16:00:00+09:00;26510
resizeimage_count.sum {category: iphoneapp};2018-06-24T17:00:00+09:00;28070
resizeimage_count.sum {category: iphoneapp};2018-06-24T18:00:00+09:00;26170
resizeimage_count.sum {category: iphoneapp};2018-06-24T19:00:00+09:00;25270
resizeimage_count.sum {category: iphoneapp};2018-06-24T20:00:00+09:00;38130
resizeimage_count.sum {category: iphoneapp};2018-06-24T21:00:00+09:00;41270
resizeimage_count.sum {category: iphoneapp};2018-06-24T22:00:00+09:00;44070
resizeimage_count.sum {category: iphoneapp};2018-06-24T23:00:00+09:00;39210
resizeimage_count.sum {category: iphoneapp};2018-06-25T00:00:00+09:00;23360
resizeimage_count.sum {category: iphoneapp};2018-06-25T01:00:00+09:00;14380
resizeimage_count.sum {category: iphoneapp};2018-06-25T02:00:00+09:00;17030
resizeimage_count.sum {category: iphoneapp};2018-06-25T03:00:00+09:00;6410
resizeimage_count.sum {category: iphoneapp};2018-06-25T04:00:00+09:00;3490
resizeimage_count.sum {category: iphoneapp};2018-06-25T05:00:00+09:00;5170
resizeimage_count.sum {category: iphoneapp};2018-06-25T06:00:00+09:00;9890
resizeimage_count.sum {category: iphoneapp};2018-06-25T07:00:00+09:00;13210
resizeimage_count.sum {category: iphoneapp};2018-06-25T08:00:00+09:00;16310
resizeimage_count.sum {category: iphoneapp};2018-06-25T09:00:00+09:00;12690
resizeimage_count.sum {category: iphoneapp};2018-06-25T10:00:00+09:00;12420
resizeimage_count.sum {category: iphoneapp};2018-06-25T11:00:00+09:00;14190
resizeimage_count.sum {category: iphoneapp};2018-06-25T12:00:00+09:00;18940
resizeimage_count.sum {category: iphoneapp};2018-06-25T13:00:00+09:00;15910
resizeimage_count.sum {category: iphoneapp};2018-06-25T14:00:00+09:00;14460
resizeimage_count.sum {category: iphoneapp};2018-06-25T15:00:00+09:00;15540
resizeimage_count.sum {category: iphoneapp};2018-06-25T16:00:00+09:00;17020
resizeimage_count.sum {category: iphoneapp};2018-06-25T17:00:00+09:00;17620
resizeimage_count.sum {category: iphoneapp};2018-06-25T18:00:00+09:00;20090
resizeimage_count.sum {category: iphoneapp};2018-06-25T19:00:00+09:00;27330
resizeimage_count.sum {category: iphoneapp};2018-06-25T20:00:00+09:00;34770
resizeimage_count.sum {category: iphoneapp};2018-06-25T21:00:00+09:00;35340
resizeimage_count.sum {category: iphoneapp};2018-06-25T22:00:00+09:00;39260
resizeimage_count.sum {category: iphoneapp};2018-06-25T23:00:00+09:00;34760
resizeimage_count.sum {category: iphoneapp};2018-06-26T00:00:00+09:00;26710
resizeimage_count.sum {category: iphoneapp};2018-06-26T01:00:00+09:00;19380
resizeimage_count.sum {category: iphoneapp};2018-06-26T02:00:00+09:00;10710
resizeimage_count.sum {category: iphoneapp};2018-06-26T03:00:00+09:00;6020
resizeimage_count.sum {category: iphoneapp};2018-06-26T04:00:00+09:00;4760
resizeimage_count.sum {category: iphoneapp};2018-06-26T05:00:00+09:00;7670
resizeimage_count.sum {category: iphoneapp};2018-06-26T06:00:00+09:00;11170
resizeimage_count.sum {category: iphoneapp};2018-06-26T07:00:00+09:00;22980
resizeimage_count.sum {category: iphoneapp};2018-06-26T08:00:00+09:00;20280
resizeimage_count.sum {category: iphoneapp};2018-06-26T09:00:00+09:00;14240
resizeimage_count.sum {category: iphoneapp};2018-06-26T10:00:00+09:00;13540
resizeimage_count.sum {category: iphoneapp};2018-06-26T11:00:00+09:00;13400
resizeimage_count.sum {category: iphoneapp};2018-06-26T12:00:00+09:00;17660
resizeimage_count.sum {category: iphoneapp};2018-06-26T13:00:00+09:00;15370
resizeimage_count.sum {category: iphoneapp};2018-06-26T14:00:00+09:00;14080
resizeimage_count.sum {category: iphoneapp};2018-06-26T15:00:00+09:00;16090
resizeimage_count.sum {category: iphoneapp};2018-06-26T16:00:00+09:00;20010
resizeimage_count.sum {category: iphoneapp};2018-06-26T17:00:00+09:00;16960
resizeimage_count.sum {category: iphoneapp};2018-06-26T18:00:00+09:00;20070
resizeimage_count.sum {category: iphoneapp};2018-06-26T19:00:00+09:00;22250
resizeimage_count.sum {category: iphoneapp};2018-06-26T20:00:00+09:00;31120
resizeimage_count.sum {category: iphoneapp};2018-06-26T21:00:00+09:00;34710
resizeimage_count.sum {category: iphoneapp};2018-06-26T22:00:00+09:00;40200
resizeimage_count.sum {category: iphoneapp};2018-06-26T23:00:00+09:00;39240
resizeimage_count.sum {category: iphoneapp};2018-06-27T00:00:00+09:00;26050
resizeimage_count.sum {category: iphoneapp};2018-06-27T01:00:00+09:00;16640
resizeimage_count.sum {category: iphoneapp};2018-06-27T02:00:00+09:00;11000
resizeimage_count.sum {category: iphoneapp};2018-06-27T03:00:00+09:00;6440
resizeimage_count.sum {category: iphoneapp};2018-06-27T04:00:00+09:00;5150
resizeimage_count.sum {category: iphoneapp};2018-06-27T05:00:00+09:00;6740
resizeimage_count.sum {category: iphoneapp};2018-06-27T06:00:00+09:00;8250
resizeimage_count.sum {category: iphoneapp};2018-06-27T07:00:00+09:00;8630
resizeimage_count.sum {category: iphoneapp};2018-06-27T08:00:00+09:00;18270
resizeimage_count.sum {category: iphoneapp};2018-06-27T09:00:00+09:00;13350
resizeimage_count.sum {category: iphoneapp};2018-06-27T10:00:00+09:00;12990
resizeimage_count.sum {category: iphoneapp};2018-06-27T11:00:00+09:00;14250
resizeimage_count.sum {category: iphoneapp};2018-06-27T12:00:00+09:00;19070
resizeimage_count.sum {category: iphoneapp};2018-06-27T13:00:00+09:00;16070
resizeimage_count.sum {category: iphoneapp};2018-06-27T14:00:00+09:00;14430
resizeimage_count.sum {category: iphoneapp};2018-06-27T15:00:00+09:00;16410
resizeimage_count.sum {category: iphoneapp};2018-06-27T16:00:00+09:00;14350
resizeimage_count.sum {category: iphoneapp};2018-06-27T17:00:00+09:00;18480
resizeimage_count.sum {category: iphoneapp};2018-06-27T18:00:00+09:00;19600
resizeimage_count.sum {category: iphoneapp};2018-06-27T19:00:00+09:00;24630
resizeimage_count.sum {category: iphoneapp};2018-06-27T20:00:00+09:00;29890
resizeimage_count.sum {category: iphoneapp};2018-06-27T21:00:00+09:00;32710
resizeimage_count.sum {category: iphoneapp};2018-06-27T22:00:00+09:00;34850
resizeimage_count.sum {category: iphoneapp};2018-06-27T23:00:00+09:00;35010
resizeimage_count.sum {category: iphoneapp};2018-06-28T00:00:00+09:00;21670
resizeimage_count.sum {category: iphoneapp};2018-06-28T01:00:00+09:00;15090
resizeimage_count.sum {category: iphoneapp};2018-06-28T02:00:00+09:00;10960
resizeimage_count.sum {category: iphoneapp};2018-06-28T03:00:00+09:00;5630
resizeimage_count.sum {category: iphoneapp};2018-06-28T04:00:00+09:00;5950
resizeimage_count.sum {category: iphoneapp};2018-06-28T05:00:00+09:00;6430
resizeimage_count.sum {category: iphoneapp};2018-06-28T06:00:00+09:00;10600
resizeimage_count.sum {category: iphoneapp};2018-06-28T07:00:00+09:00;19010
